studio,animes,sources,genres,male_score,female_score
Yostar Pictures,"Arknights: Fuyukomori Kaerimichi, Holy Knight Light, Blue Archive: Beautiful Day Dreamer, Sentai Daishikkaku, Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo, Closure no Kimitsu File, Sorairo Utility, Shitteiru Tegami, Arknights, Blue Archive, Azur Lane: Bisoku Zenshin!, Azur Lane: Queen's Orders, Arknights: Reimei Zensou, Blue Archive: 1.5-shuunen Kinen Short Animation","Manga, Game, Original, 4-koma manga","Sci-Fi, Slice of Life, Sports, Fantasy, Comedy, UNKNOWN, Action, Fantasy, Comedy, Slice of Life, Comedy, Sci-Fi, Slice of Life, Fantasy, Sports, Action, Sci-Fi",,
Youku,Tou Tiao Dou Shi Ta,Manga,Comedy,,
Yuhodo,Saint Beast: Kouin Jojishi Tenshi Tan,Mixed media,Fantasy,,
Yumeta Company,"Massugu ni Ikou. 2nd Season, Digimon Adventure: Last Evolution Kizuna, Shuumatsu no Walküre II, Kiniro no Corda: Primo Passo, Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko, Tokyo Mew Mew New ♡ 2nd Season, Animation Seisaku Shinkou Kuromi-chan, Akkun to Kanojo, Tokyo Mew Mew New ♡, Shuumatsu no Walküre II Part 2, Kiniro no Corda: Primo Passo - Hitonatsu no Encore, Neo Angelique Abyss: Second Age, Harukanaru Toki no Naka de: Hachiyou Shou OVA, Miracle☆Train: Oedo-sen e Youkoso, Miracle Train: Chuo-sen e Youkoso, Cannon Busters, Muumindani no Aurora (2018), Harukanaru Toki no Naka de 3: Owarinaki Unmei, Animation Seisaku Shinkou Kuromi-chan 2, Harukanaru Toki no Naka de 3: Kurenai no Tsuki, Kiniro no Corda: Secondo Passo, Harukanaru Toki no Naka de: Hachiyou Shou Specials, Muv-Luv Alternative 2nd Season, Angelique: Shiroi Tsubasa no Memoire, Re:Stage! Dream Days♪, Angelique: Seichi yori Ai wo Komete, Massugu ni Ikou., Muv-Luv Alternative, Cue! Short Anime, Harukanaru Toki no Naka de: Hachiyou Shou, Digimon Adventure 02: The Beginning, Harukanaru Toki no Naka de: Hachiyou Shou Recap, Michiru Rescue!, Angelique, Cue!, Destiny Child, Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku, Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special, Harukanaru Toki no Naka de: Maihitoyo, Kitsune no Koe, Angelique: Twin Collection, Neo Angelique Abyss","Visual novel, Manga, Other, Book, Game, Mixed media, Original","Fantasy, Sci-Fi, Comedy, Comedy, Drama, Action, Fantasy, Drama, Fantasy, Romance, Supernatural, Adventure, Fantasy, Action, Adventure, Comedy, Drama, Fantasy, Comedy, Romance, Fantasy, Supernatural, UNKNOWN, Romance, Fantasy, Romance, Supernatural, Drama, Fantasy, Romance, Sci-Fi, Action, Drama, Fantasy, Action, Adventure, Comedy, Drama, Action, Fantasy, Supernatural, Slice of Life, Fantasy, Romance, Sci-Fi, Action, Supernatural, Action, Adventure, Fantasy, Sci-Fi, Fantasy, Romance, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Comedy, Drama, Romance, Comedy, Fantasy, Supernatural, Comedy, Romance, Slice of Life, Adventure, Fantasy, Sci-Fi, Fantasy, Action, Drama, Sci-Fi, Comedy, Fantasy, Romance, Comedy, Fantasy",,9.0
Zero-G,"Tsugu Tsugumomo, Tsugumomo OVA, Bokura no Yoake, Ai no Sato, Tsugumomo, Koori Zokusei Danshi to Cool na Douryou Joshi, Nil Admirari no Tenbin, Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart, The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!, Doukyonin wa Hiza, Tokidoki, Atama no Ue., Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu, Lady Napoleon, The iDOLM@STER SideM: Wake Atte Mini!, Dive!!, Cinderella Girls Gekijou: Extra Stage, One Room: Third Season, Zashiki Warashi no Tatami-chan, Grand Blue, Sankaku Mado no Sotogawa wa Yoru, Battery, One Room: Second Season, One Room: Second Season - Hanasaka Yui no Prologue, Dorei-ku The Animation, One Room: Second Season Special, Tenkuu Shinpan, Promedicus, Isekai Nonbiri Nouka, Rikei ga Koi ni Ochita no de Shoumei shitemita., The iDOLM@STER SideM: Wake Atte Mini! Specials, Rinshi!! Ekoda-chan, Kukuriraige: Sanseitai Denki, Piace: Watashi no Italian","Visual novel, Light novel, Manga, Novel, Original, Web manga, 4-koma manga","Drama, Suspense, Adventure, Slice of Life, Comedy, Comedy, Horror, Supernatural, Boys Love, Drama, Horror, Mystery, Supernatural, Action, Comedy, Supernatural, Ecchi, Ecchi, Fantasy, Romance, Comedy, Slice of Life, Comedy, Romance, Drama, Sports, Comedy, Sports, Fantasy, Fantasy, Slice of Life, Comedy, Gourmet, Slice of Life, UNKNOWN, Action, Horror, Mystery, Comedy, Fantasy, Romance, Drama, Sci-Fi",,6.0
Zero-G Room,"KO Seiki Beast Sanjuushi, Shadow Skill, Chou Kousoku Gran Doll, Master Mosquiton, Shadow Skill (1999), Shadow Skill (1996), Soukihei MD Geist, Saber Marionette R, Soukihei MD Geist 2: Death Force","Manga, Unknown, Original","Action, Comedy, Sci-Fi, Comedy, Action, Adventure, Comedy, Fantasy, Supernatural, Action, Comedy, Action, Sci-Fi, Action, Adventure, Comedy, Supernatural, Adventure, Drama, Fantasy",,
Zexcs,"Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day, Shadowverse Flame: Seven Shadows-hen, Bakuten!! Movie, Omamori Himari, Ketsuekigata-kun! 3, Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho, Mangaka-san to Assistant-san to The Animation, Wagaya no Oinari-sama., Chuu Bra!!, Umi Monogatari: Kanon to Iku Amamikoshima, Suki tte Ii na yo., Kurage no Shokudou, Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!, Tokyo Juushouden, Suki tte Ii na yo. Mei and Marshmallow, Diabolik Lovers OVA, Frame Arms Girl, Suki na Mono wa Suki Dakara Shou ga Nai!!, Itsuka Tenma no Kuro Usagi, Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro, Nozo x Kimi, Diabolik Lovers, Mamoru-kun ni Megami no Shukufuku wo!, Kikou Sennyo Rouran, \"Eiyuu\" Kaitai, Macademi Wasshoi!, Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special, H2O: Footprints in the Sand, Diabolik Lovers More,Blood, Mitsuwano, Saishuu Shiken Kujira, Fortune Arterial: Akai Yakusoku, Shadowverse Flame, Umi Monogatari: Anata ga Ite Kureta Koto, Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland, Densetsu no Yuusha no Densetsu: Iris Report, Happy World!, Kizuna: Koi no kara Sawagi, Densetsu no Yuusha no Densetsu, D.C.: Da Capo, D.C. I&II P.S.P. Re-Animated, Kimi no Hikari: Asagao to Kase-san., Rental Magica, Shadowverse, Chrome Shelled Regios, Harukanaru Toki no Naka de: Ajisai Yumegatari, Umi Monogatari: Marin no Kore Naani?, Shadowverse Recaps, Shadowverse Flame Recap, Shounen Hollywood: Holly Stage for 50, Itsuka Tenma no Kuro Usagi Picture Drama, Bakuten!!, Fune wo Amu Yokoku, Suki tte Ii na yo. Dareka ga, Rokuhou-dou Yotsuiro Biyori, Legend of Regios, Growlanser IV: Wayfarer of the Time, Aku no Hana, Mangaka-san to Assistant-san to The Animation Specials, Diabolik Lovers Recap, D.C.if: Da Capo if, Fune wo Amu, Asagao to Kase-san., Lady Jewelpet, Canvas 2: Nijiiro no Sketch, Cuticle Tantei Inaba, Shounen Hollywood: Holly Stage for 49, Sister Princess, Ketsuekigata-kun! 4, Hikari: Kariya wo Tsunagu Monogatari, Saishuu Shiken Kujira Progressive, Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!, Sister Princess: Re Pure, Final Approach, Arve Rezzle: Kikaijikake no Yousei-tachi","Visual novel, Card game, Light novel, Manga, Other, Game, Mixed media, Unknown, Original, Novel, Web manga, 4-koma manga","Action, Comedy, Comedy, Mystery, Supernatural, Ecchi, Comedy, Drama, Action, Comedy, Romance, Supernatural, Ecchi, Action, Fantasy, Gourmet, Slice of Life, Action, Sci-Fi, Slice of Life, Comedy, Romance, Award Winning, Drama, Romance, Adventure, Drama, Fantasy, Romance, Supernatural, UNKNOWN, Romance, Drama, Slice of Life, Comedy, Romance, Supernatural, Girls Love, Romance, Drama, Romance, Boys Love, Comedy, Drama, Romance, Comedy, Ecchi, Boys Love, Comedy, Drama, Fantasy, Romance, Slice of Life, Comedy, Romance, Ecchi, Action, Drama, Mystery, Sci-Fi, Suspense, Action, Adventure, Fantasy, Sci-Fi, Fantasy, Mystery, Supernatural, Fantasy, Romance, Comedy, Drama, Romance, Comedy, Fantasy, Supernatural, Action, Adventure, Fantasy, Sports, Fantasy, Comedy, Fantasy, Romance, Supernatural, Ecchi, Comedy, Romance, Supernatural, Ecchi, Comedy, Fantasy, Romance, Ecchi, Boys Love, Drama, Romance, Erotica, Action, Adventure, Supernatural, Comedy, Fantasy, Mystery, Comedy, Fantasy, Romance, Comedy, Fantasy",,3.29
Zyc,"Shounen Maid Kuuro-kun: Tenshi no Uta, Star☆Jewel, Star☆Jewel Gaiden: Natsumi Oblivion","Manga, Original","Girls Love, Hentai, Boys Love, Hentai",,
animate Film,"Carol, Al Caral no Isan, Ten Little Gall Force, Sei Shoujo Sentai Lakers EX, RG Veda, Good Morning Althea, Explorer Woman Ray, Plastic Little, Bounty Dog: Getsumen no Ibu, \"Eiji\", Otohime Connection, Fuuma no Kojirou: Fuuma Hanran-hen, Gall Force 3: Stardust War, Fuuma no Kojirou: Seiken Sensou-hen, Tanjou: Debut, Rhea Gall Force, Captain Tsubasa: Saikyou no Teki! Holland Youth, Weiß Kreuz OVA, Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen, Fushigi no Kuni no Miyuki-chan, Tomoe ga Yuku!, Kimera, Kaitouranma The Animation, Saber Marionette R, Little Polar Bear: Shirokuma-kun, Doko e?, Bannou Bunka Neko-Musume, Gall Force 2: Destruction, Koha Ginjiro, Rance: Sabaku no Guardian, Sailor Victory, Neko Neko Fantasia, KO Seiki Beast Sanjuushi, Kindan no Mokushiroku: Crystal Triangle, Arslan Senki, Little Polar Bear: Shirokuma-kun, Fune ni Noru, Seikima II Humane Society: Jinrui Ai ni Michita Shakai, U-Jin Brand, CLAMP in Wonderland, Kyoushoku Soukou Guyver, Kyuukyoku no Sex Adventure Kamasutra, Fuuma no Kojirou: Yasha-hen, Grandeek, Mouryou Senki Madara, Megami Paradise, Digital Devil Story: Megami Tensei, Kouryuu Densetsu Villgust, Black Magic M-66, Ippon Bouchou Mantarou, Gall Force 1: Eternal Story, Yami no Shihosha Judge, Sotsugyou: Graduation","Visual novel, Light novel, Manga, Game, Unknown, Original, Novel","Drama, Mystery, Romance, Slice of Life, Action, Horror, Sci-Fi, Action, Comedy, Sci-Fi, Action, Comedy, Girls Love, Ecchi, Comedy, Action, Adventure, Sci-Fi, Action, Adventure, Gourmet, Action, Fantasy, Action, Adventure, Comedy, Romance, Sci-Fi, Ecchi, Adventure, Fantasy, Action, Comedy, Romance, Supernatural, Hentai, Sci-Fi, Hentai, UNKNOWN, Adventure, Mystery, Action, Adventure, Comedy, Fantasy, Supernatural, Fantasy, Hentai, Comedy, Drama, Sports, Action, Fantasy, Supernatural, Action, Adventure, Drama, Fantasy, Adventure, Drama, Fantasy, Horror, Mystery, Supernatural, Horror, Supernatural, Action, Boys Love, Horror, Sci-Fi, Supernatural, Romance, Slice of Life, Supernatural, Adventure, Comedy, Sci-Fi, Comedy, Fantasy, Girls Love, Ecchi, Romance, Hentai, Adventure, Supernatural, Action, Sci-Fi, Action, Drama, Romance, Suspense, Sports, Fantasy, Action, Drama, Drama, Adventure, Fantasy, Ecchi, Action, Adventure, Comedy, Fantasy, Romance, Adventure, Drama, Fantasy, Sci-Fi",,
asread.,"Megami-ryou no Ryoubo-kun., Minami-ke Okawari, Busou Chuugakusei: Basket Army, Arifureta Shokugyou de Sekai Saikyou Recap, Big Order, Arifureta Shokugyou de Sekai Saikyou, Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou, Mirai Nikki (TV): Ura Mirai Nikki, Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou, Kiddy Grade: Truth Dawn, Kiddy Grade: Maelstrom, Kiddy Grade: Ignition, Arifureta Shokugyou de Sekai Saikyou Specials, Shuffle! Prologue, Minami-ke Okaeri, Minami-ke Betsubara, Corpse Party: Missing Footage, Shuffle!, Mirai Nikki (TV), Arifureta Shokugyou de Sekai Saikyou 3rd Season, Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou, Mirai Nikki, Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita., Queen's Blade: Grimoire, Big Order (TV), Shuffle! Memories, Arifureta Shokugyou de Sekai Saikyou 2nd Season, Ga-Rei: Zero, Lord of Vermilion: Guren no Ou, Arifureta Shokugyou de Sekai Saikyou: Prologue, Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA, Kiddy GiRL-AND Pilot, Mirai Nikki: Redial","Visual novel, Light novel, Manga, Other, Game, Original","Action, Horror, Mystery, Supernatural, Horror, Comedy, Romance, Ecchi, Supernatural, Action, Supernatural, Action, Fantasy, Comedy, Slice of Life, Action, Sci-Fi, Action, Adventure, Fantasy, Action, Adventure, Fantasy, Ecchi, Fantasy, Comedy, Supernatural, Comedy, Fantasy, Ecchi, Comedy, Fantasy, Romance, Ecchi, Comedy, Drama, Fantasy, Romance, Ecchi, Comedy, Fantasy, Romance, Action, Supernatural, Suspense",0.0,3.8
cogitoworks,"Last Night, Good Night (Re:Dialed): Pharrell Williams Remix",Original,Sci-Fi,,
d00r works,Template,Original,Mystery,,
domerica,"Ninjala, Flying Witch Petit, Flying Witch Petit Special, Seven Knights Revolution: Eiyuu no Keishousha, Subarashiki Kono Sekai The Animation, Romantic Killer","Manga, Game","Action, Adventure, Fantasy, Action, Action, Adventure, Comedy, Romance, Supernatural, Slice of Life, Supernatural",,
drop,"Glamorous Heroes, Clione no Akari, Nameko-ke no Ichizoku","Game, Novel","Action, Drama, Comedy, Slice of Life",,
dwarf,"Rilakkuma to Kaoru-san, Komaneko Short Movie 2021, Domo TV, With Pochi! Yoshi's Woolly World Special Anime, PLUG, THe NeW WORLD, Life: Jinsei no Taisetsu na Toki ni..., Woo to Wah, Dungeon Meshi PV, Morimori Shima no Mogu to Perol, Hidari Pilot Film, Monogatari no Aru Satou, Akikan no Tuna, dwarf Movie Lab, Season's Greetings from dwarf, Rilakkuma to Yuuenchi, Pokemon Concierge, Pâtisserie no Monster, Hidari, Domo-kun, Waku Waku Koma-chan, Neko Neko Gong Show, Weaving, Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru","Picture book, Manga, Other, Game, Original, Unknown","Fantasy, Action, Adventure, Comedy, Slice of Life, UNKNOWN, Romance, Comedy, Slice of Life, Fantasy, Gourmet",,
evg,Kawagoe Boys Sing,Original,UNKNOWN,,
feel.,"D.C.S.S: Da Capo Second Season Omake, Dakara Boku wa, H ga Dekinai., Suzakinishi The Animation, Outbreak Company, Nagasarete Airantou, Ketsuekigata-kun! 2, Ketsuekigata-kun! 3, Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho, Bokutachi no Remake, D.C.II: Da Capo II, Minami-ke Natsuyasumi, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku, Kakuchou Shoujo-kei Trinary, Futsuu no Joshikousei ga [Locodol] Yattemita. OVA, Spy Kyoushitsu 2nd Season, Bikini Warriors, Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap, Island (TV), Kono Bijutsu-bu ni wa Mondai ga Aru!, Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest, Kanamemo, Strait Jacket, Fortune Arterial: Akai Yakusoku, Kumichou Musume to Sewagakari, Yosuga no Sora: In Solitude, Where We Are Least Alone., Papa no Iukoto wo Kikinasai! OVA, Jinsei, Kiss x Sis (TV), Kono Yo no Hate de Koi wo Utau Shoujo YU-NO, Tsuki ga Kirei Special, Galaxy Angel 4, D.C.: Da Capo, D.C.S.S: Da Capo Second Season, Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete, Makura no Danshi, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan, Futsuu no Joshikousei ga [Locodol] Yattemita., Futakoi Alternative, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA, Spy Kyoushitsu, Jinki:Extend, Shikabane Hime: Aka, Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai, Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita., Dakara Boku wa, H ga Dekinai. Recap, Ketsuekigata-kun! Featuring Yuri & Nasuno, Tsuki ga Kirei: Michinori, Bokutachi no Remake Recap, Otome wa Boku ni Koishiteru Special, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku., Jinki:Extend - Sorekara, Ochikobore Fruit Tart, Hinamatsuri (TV), Tsuki ga Kirei, Bikini Warriors OVA, Makura no Danshi: Sono Ato no Makura no Danshi, Dagashi Kashi, Growlanser IV: Wayfarer of the Time, Ushinawareta Mirai wo Motomete, Kiss x Sis, Ketsuekigata-kun!, Shikabane Hime: Kuro, Papa no Iukoto wo Kikinasai!, Mayo Chiki!, D.C.II S.S.: Da Capo II Second Season, Bikini Warriors Special, Ketsuekigata-kun! 4, Minami-ke Omatase, Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?, Minami-ke Tadaima, Otome wa Boku ni Koishiteru, Oshiete! Galko-chan, Papa no Iukoto wo Kikinasai!: Pokkapoka","Visual novel, Light novel, Manga, Other, Game, Original, Web manga, Radio, 4-koma manga","Action, Drama, Romance, Slice of Life, Comedy, Drama, Romance, Erotica, Comedy, Romance, Comedy, Slice of Life, Comedy, Drama, Romance, Supernatural, Romance, Comedy, Romance, Supernatural, Drama, Romance, Drama, Sci-Fi, Comedy, Sci-Fi, Slice of Life, Comedy, Romance, Ecchi, Action, Fantasy, Sci-Fi, Comedy, Drama, Romance, Comedy, Gourmet, Action, Fantasy, Mystery, Drama, Romance, Sci-Fi, Comedy, Supernatural, Comedy, Romance, Supernatural, Ecchi, Comedy, Fantasy, Ecchi, Comedy, Fantasy, Romance, Ecchi, Action, Horror, Supernatural, Comedy, Girls Love, Slice of Life, Ecchi, Comedy, Fantasy, Romance, Comedy, Drama, Fantasy, Romance, Comedy, Fantasy, Drama, Romance, Ecchi, Sci-Fi",8.0,3.17
flag Co.,Megami-chan to Iku! Flag Osaka Office Goannai Tour,Original,Comedy,,
foodunited.,"Ibitsu, Free",Original,"UNKNOWN, Avant Garde",,
happyproject,"Papan Ga Panda!, Fruity Samurai",Original,"UNKNOWN, Action, Comedy",,
helo.inc,Micchiri Neko,Web manga,Comedy,,
iDRAGONS Creative Studio,The King of Fighters: Destiny,Game,"Action, Adventure, Drama, Romance",,
ixtl,"Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special, Muv-Luv Alternative: Total Eclipse, Schwarzesmarken","Light novel, Unknown","Action, Drama, Sci-Fi, Action, Sci-Fi",,
l-a-unch・BOX,"Breakers, Start, Gibiate",Original,"Sports, Slice of Life, Action, Fantasy, Horror",,
monofilmo,"Cinderella, Wei, Kanjian Erduo La! 2, Connected..., Wei, Kanjian Erduo La!, Boku wa Boku wo Suki ni Naru","Original, Web manga","UNKNOWN, Boys Love, Comedy, Slice of Life, Sci-Fi",,
pH Studio,"Aurora wo Mita Kyouryuu-tachi, Tsuru ga Mau Yoru ni, Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi, Shimajirou to Tanjoubi no Ohoshi-sama, Nothing's Gonna Change, Nanji Nanpun Chikyuu ga Nankai Mawattara, Scary, Boku wa Mada 7-sai Datta, Tripod Baby","Picture book, Music, Original, Unknown","Fantasy, Adventure, UNKNOWN, Sci-Fi",,
production doA,"Gochuumon wa Usagi desu ka?? Dear My Sister, Mahou Shoujo Site, Gochuumon wa Usagi desu ka?? Sing for You, Mahou Shoujo Site Recaps","Manga, 4-koma manga","Slice of Life, Drama, Horror, Supernatural",,
studio MOTHER,"Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou, \"Uchuu Senkan Yamato\" to Iu Jidai: Seireki 2202-nen no Sentaku, Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou, Arifureta Shokugyou de Sekai Saikyou 2nd Season, Fuufu Ijou, Koibito Miman., Tensei Kizoku, Kantei Skill de Nariagaru","Light novel, Manga, Original","Action, Adventure, Fantasy, Romance, Action, Drama, Sci-Fi, Adventure, Fantasy",,
studio NAGURI,"Sekai, Nishihara Shoukai no Sekai! Part 2 Gyaku featuring Crazy Ken Band",Original,UNKNOWN,,
studio YOG,"Pizza, Brave, XYZ Note",Original,"UNKNOWN, Avant Garde",,
studio hb,Tabi wa ni,Original,Slice of Life,,
team Yamahitsuji,"Burn the Witch, Poketoon","Manga, Game","Adventure, Comedy, Action, Fantasy",,
teamKG,"BlazBlue: Alter Memory Specials, Hanayaka Nari, Waga Ichizoku: Kinetograph, Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya, BlazBlue: Alter Memory","Visual novel, Game","Comedy, Drama, Action, Fantasy, Fantasy, Romance",,
trenova,"Onosaka Konishi no O+K 2.5-jigen Animation 2nd Season, Onosaka Konishi no O+K 2.5-jigen Animation, Onosaka Konishi no O+K 2.5-jigen Animation 4th Season, Onosaka Konishi no O+K 2.5-jigen Animation 3rd Season",Other,Comedy,,
ufotable,"Weiß Kreuz Glühen, Gyo, Kara no Kyoukai Movie 3: Tsuukaku Zanryuu, Anime Tenchou Movie, Fate/Zero Cafe, God Eater, Kimetsu no Yaiba: Katanakaji no Sato-hen, Toriko: Jump Super Anime Tour 2009 Special, Yuri Seijin Naoko-san (2012), Fate/stay night Movie: Heaven's Feel - III. Spring Song, Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus, Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!, Kara no Kyoukai Movie: Mirai Fukuin, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen, Fate/stay night: Unlimited Blade Works, Ninin ga Shinobuden, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen, Bang!Bang!Bang!, Tales of Symphonia The Animation: Sekai Tougou-hen Specials, Tales of Zestiria the Cross, God Eater Resonant Ops, Tales of Zestiria: Doushi no Yoake, Majokko Shimai no Yoyo to Nene, Gakuen Utopia Manabi Straight!, Tales of Symphonia The Animation: Tethe'alla-hen, Fate/stay night Movie: Heaven's Feel - I. Presage Flower, Kara no Kyoukai: Manner Movies, Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson, Tales of Symphonia The Animation: Sylvarant-hen, Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go), Fate/Zero, Tales of Symphonia The Animation: Kratos-sensei no Private Lesson, Kara no Kyoukai Movie: Mirai Fukuin - Manner Movie, Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu, God Eater 3, Kara no Kyoukai Movie 1: Fukan Fuukei, Mahoutsukai no Yoru, Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen), Tsuki no Sango, Fate/Zero Remix, Kimetsu no Yaiba: Jougen Shuuketsu, Soshite Katanakaji no Sato e, Sakura no Ondo, Kara no Kyoukai Movie 8: Shuushou, Tales of Zestiria the Cross 2nd Season, Fate/stay night: Unlimited Blade Works Prologue, Minori Scramble!, Futakoi Alternative, Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen, Fate/Grand Order, Kimetsu no Yaiba: Mugen Ressha-hen, Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida, Fate/Zero: Onegai! Einzbern Soudanshitsu, Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly, Katsugeki/Touken Ranbu, Kara no Kyoukai Remix: Gate of Seventh Heaven, Yuri Seijin Naoko-san, Tales of Symphonia The Animation: Tethe'alla-hen Specials, Kimetsu no Yaiba: Yuukaku-hen, Yawarakame♥, Fate/Zero 2nd Season, Emiya-san Chi no Kyou no Gohan, Kimetsu no Yaiba: Hashira Geiko-hen, Kara no Kyoukai Movie 5: Mujun Rasen, Kara no Kyoukai Movie 4: Garan no Dou, Kara no Kyoukai Movie 6: Boukyaku Rokuon, Fate/stay night: Unlimited Blade Works 2nd Season, God Eater Prologue, Kimetsu no Yaiba, Tales of Zestiria the Cross: Saiyaku no Jidai, Tales of Symphonia The Animation: Sekai Tougou-hen, Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day, Katsugeki/Touken Ranbu Movie, Coyote Ragtime Show, Anime Tenchou x Touhou Project, Aoi Umi no Tristia","Visual novel, Light novel, Manga, Other, Game, Original, Unknown, 4-koma manga","Action, Drama, Mystery, Romance, Supernatural, Suspense, Action, Fantasy, Sci-Fi, Comedy, Horror, Action, Fantasy, Action, Adventure, Comedy, Gourmet, Mystery, Action, Award Winning, Fantasy, Comedy, Slice of Life, Comedy, Gourmet, Slice of Life, UNKNOWN, Action, Fantasy, Supernatural, Action, Mystery, Romance, Supernatural, Suspense, Action, Mystery, Supernatural, Suspense, Adventure, Action, Adventure, Comedy, Sci-Fi, Action, Drama, Mystery, Supernatural, Suspense, Comedy, Sci-Fi, Slice of Life, Action, Fantasy, Sci-Fi, Comedy, Drama, Romance, Action, Adventure, Fantasy, Mystery, Supernatural, Fantasy, Action, Mystery, Romance, Suspense, Drama, Action, Drama, Comedy, Girls Love, Action, Comedy, Drama, Mystery, Supernatural",3.0,0.0
